drug_id,drug_name,microbe_id,microbe_name,label
1263,Tipranavir,89,Human immunodeficiency virus 1,1
682,DispersinB-KSL-W wound gel,106,Mycobacterium avium,0
71,(5-nitrofuran-2-yl)methyl (2E)-3-phenylprop-2-enoate,77,Hafnia paralvei,0
285,3-Iodotyrosine,37,Candida guiliermondi,0
1200,Sodium sulfate,71,Francisella novicida,0
690,Econazole nitrate,15,Aspergillus fumigatus,0
373,5-(dibromomethylene)-3-hexyl-2(5H)-furanone,129,Salmonella enterica,1
1171,Salicylic Acid,59,Enterobacter aerogenes,1
583,Cinnamaldehyde,170,Vibrio cholerae,1
954,N -(5-bromo-2-hydroxy-benzylidene)benzohydrazide,73,Gardnerella vaginalis,0
292,3-bromo-5-methoxy-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,87,Human herpesvirus 5,0
693,Ellagic Acid,20,Bacillus licheniformis,0
1257,Thymol,156,Streptococcus pyogenes,0
318,4-Amino-D-phenylalanine,101,Listeria monocytogenes serotype 4a,0
927,Methyl gallate,151,Streptococcus mutans,1
62,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(3-oxohexanamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",121,Pseudomonas aeruginosa,1
566,Cephaloglycin,153,Streptococcus parasanguinis,0
1163,S-phenyl-L-cysteine,159,Streptococcus sanguis,1
73,"(5E)-5-dodecylidene-1,3-thiazolidine-2,4-dione",75,Haemophilus influenzae,0
1330,beta-Caryophyllene,34,Candida albicans,1
1081,"Phenol,2,4-bis(1,1-dimethylethyl)",161,Streptomyces gordonii,0
397,6-fluoroindole,121,Pseudomonas aeruginosa,1
432,Aminocyclopropane,121,Pseudomonas aeruginosa,1
329,4-Fluoro-2-methyl-D-phenylalanine,137,Staphylococcus aureus,1
312,"4-(2-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazol-2-yl)vinyl)-2-methoxyphenol",121,Pseudomonas aeruginosa,1
390,6-Bicyclic brominated furanones,99,Listeria ivanovii,0
1267,Tomentosin,81,Hepatitis B virus F,0
1300,Virstatin,3,Acinetobacter nosocomialis,1
193,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",33,Campylobacter jejuni,0
561,Ceftizoxime,137,Staphylococcus aureus,1
982,N-[5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]-3-(4-methoxyphenyl)propanamide,173,Vibrio vulnificus,1
45,(2R)-2-amino-3-[(4-chlorophenyl)methanesulfinyl]propanoic acid,159,Streptococcus sanguis,1
684,Djenkolic acid,159,Streptococcus sanguis,1
891,Levofloxacin,37,Candida guiliermondi,0
1028,O-LF11-227,68,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0
1002,Naringenin,67,Escherichia coli,1
177,"2,5-bis(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1
602,Cloxacillin,21,Bacillus subtilis,0
303,3-oxo-C8-HSL,76,Hafnia alvei,1
1095,Pivampicillin,123,Pseudomonas fluorescens,0
537,Cefaclor,143,Staphylococcus epidermis,0
484,Betulin,64,Enterococcus faecalis,0
832,Isoconazole,8,Actinoplanes missouriensis,0
912,Macromomycin B,117,Proteus mirabilis,0
9,"(1R,4R,8S,11S,12R)-4-hydroxy-1,4,8-trimethyl-12-(propan-2-yl)tricyclo[9.3.0.0]tetradec-3(7)-en-6-one",121,Pseudomonas aeruginosa,1
359,4-nitropyridine N -oxide,105,Morganella morganii,0
173,"2,4-Dichlorophenylalanine",39,Candida parapsilosis,0
310,"4 alpha, 5 alpha-epoxy-10 alpha, 14H-1-epi-inuviscolide",144,Staphylococcus equorum,0
576,Chlorpromazine,121,Pseudomonas aeruginosa,1
205,"2-(4-Fluorophenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1
1292,Vancomycin,40,Candida spp.,1
316,4-(Trifluoromethyl)-D-phenylalanine,143,Staphylococcus epidermis,1
1266,Tobramycin-bismuth-ethanedithiol,121,Pseudomonas aeruginosa,1
740,Fluspiriline,34,Candida albicans,1
841,Isothiocyanate,31,Burkholderia pseudomallei,0
60,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-fluorophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",8,Actinoplanes missouriensis,0
1204,Stavudine,83,Hepatitis C virus,0
970,N-(4-Hydroxyphenyl)butanamide,121,Pseudomonas aeruginosa,1
556,Cefpiramide,16,Aspergillus niger,0
358,4-nitro-cinnamaldehyde,78,Halomonas pacifica,0
600,Clotrimazole,151,Streptococcus mutans,1
27,(2E)-1-(3 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,151,Streptococcus mutans,1
698,Enfuvirtide,89,Human immunodeficiency virus 1,1
449,Atazanavir,88,Human immunodeficiency virus,1
846,KABT-AMP,150,Streptococcus mitis,0
302,3-oxo-C6-HSL,60,Enterobacter cancerogenus,0
1089,Phylloseptin-1,137,Staphylococcus aureus,1
908,MUC7 12-mer-D,151,Streptococcus mutans,1
822,Indole-3-acetaldehyde,121,Pseudomonas aeruginosa,1
302,3-oxo-C6-HSL,131,Serratia liquefaciens,1
546,Cefixime,21,Bacillus subtilis,1
288,3-Methyl-D-phenylalanine,137,Staphylococcus aureus,1
776,Glipizide,21,Bacillus subtilis,1
1076,Peppermint oil,137,Staphylococcus aureus,1
825,Indole-3-carboxyaldehyde,121,Pseudomonas aeruginosa,1
392,6-Chlorooxindole,121,Pseudomonas aeruginosa,1
765,Gallium Nitrate,145,Staphylococcus haemolyticus,0
1111,Pseudomonas Quinolone Signal,151,Streptococcus mutans,1
470,Bedaquiline,124,Pseudomonas japonica,0
1243,Tenofovir,89,Human immunodeficiency virus 1,1
996,NRC-16,121,Pseudomonas aeruginosa,1
1130,RK-25,157,Streptococcus salivarius,0
1247,Tet-20,121,Pseudomonas aeruginosa,1
656,Delavirdine,19,Bacillus cereus,0
990,NA-CATH,32,Burkholderia thailandensis,1
1354,knightine,137,Staphylococcus aureus,1
992,NA10,34,Candida albicans,1
794,Hetacillin,44,Clostridium bacilli,0
59,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-chlorophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",121,Pseudomonas aeruginosa,1
931,Metronidazole,46,Clostridium pasteurianum,1
654,Decanediol,116,Propionibacterium acnes,1
152,"13-(2-chloro-6-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",130,Schistosoma,0
1365,p-nitrophenyl glycerol,19,Bacillus cereus,0
917,Melittin,1,Achromobacter xylosoxidans,0
540,Cefalotin,100,Listeria monocytogenes,0
63,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(3-oxooctanamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",100,Listeria monocytogenes,0
110,"(Z)-5-decylidenethiazolidine-2,4-dione",116,Propionibacterium acnes,1
905,Lysozyme,121,Pseudomonas aeruginosa,1
748,Furanone C-30,151,Streptococcus mutans,1
744,Framycetin,58,Enteric bacteria and other eubacteria,1
663,Di-MB-LF11-322,121,Pseudomonas aeruginosa,1
1226,Sulfisoxazole,67,Escherichia coli,1
961,"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)hexanamide",121,Pseudomonas aeruginosa,1
424,Albendazole,133,Shewanella oneidensis,1
731,Ferulic Acid,124,Pseudomonas japonica,0
1322,alpha-Humulene,36,Candida glabrata,0
129,1-(pyrazin-2-yl)ethan-1-one,74,Geobacillus kaustophilus,0
1343,cyclophosphamide,40,Candida spp.,0
1089,Phylloseptin-1,143,Staphylococcus epidermis,0
1099,Polyethyleneimine,34,Candida albicans,1
717,Ethyl gallate,137,Staphylococcus aureus,1
667,Dibenzyl sulphide,159,Streptococcus sanguis,1
1331,beta-Defensin-1,99,Listeria ivanovii,0
599,Clomocycline,12,Amycolatopsis orientalis,0
1342,cyclo(Trp-Ser),121,Pseudomonas aeruginosa,1
1250,Tetracycline,13,Aquifex aeolicus,0
942,Mustard oil,61,Enterobacter cloacae,0
118,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",165,Trichophyton mentagrophytes,0
533,Cathelicidin,142,Staphylococcus epidermidis,1
138,1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,159,Streptococcus sanguis,1
27,(2E)-1-(3 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,121,Pseudomonas aeruginosa,1
584,Cinnamic Acid,78,Halomonas pacifica,0
581,Ciclopirox ethanolamine,34,Candida albicans,1
70,"(3R)-7-hydroxy-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",143,Staphylococcus epidermis,1
544,Cefditoren,169,Vibrio campbellii,0
954,N -(5-bromo-2-hydroxy-benzylidene)benzohydrazide,137,Staphylococcus aureus,1
846,KABT-AMP,29,Burkholderia cepacia,0
1363,"octane-1,8-diamine",120,Pseudoalteromonas sp.,0
1186,Silver nanowires,95,Klebsiella pneumoniae,0
917,Melittin,121,Pseudomonas aeruginosa,1
1054,PTP-7,137,Staphylococcus aureus,1
171,"2,3-dihydroxybenzoic acid",137,Staphylococcus aureus,1
427,Aloe Vera Gel,44,Clostridium bacilli,1
1339,cis-Stillbene,137,Staphylococcus aureus,1
420,Aciclovir,84,Human herpesvirus 1,1
951,Myxinidin3,51,Cryptococcus neoformans,0
414,AAP2,96,Klebsiella variicola,0
1103,Povidone Iodine,137,Staphylococcus aureus,1
1214,Sulfacytine,67,Escherichia coli,1
719,Ethylenediametetraacetic acid,53,Desulfovibrio africanus,0
1164,S-phenyl-L-cysteine sulfoxide,111,Obesumbacterium proteus,0
404,"7-fluoroindoline-2,3-dione",81,Hepatitis B virus F,0
1235,Taurine,151,Streptococcus mutans,1
964,"N-(1,3-benzothiazol-2-yl)butanamide",121,Pseudomonas aeruginosa,1
665,Diazepam,72,Fusarium solani,0
1129,RK-19,31,Burkholderia pseudomallei,1
648,Dalbavancin,96,Klebsiella variicola,0
1151,Rosoxacin,14,Arthrobacter sp.,0
1336,cat-AGE-RK2,67,Escherichia coli,1
950,Myxinidin2,121,Pseudomonas aeruginosa,1
1236,Tazobactam,128,Salmonella Typhi,1
610,Copper sulfate,128,Salmonella Typhi,0
763,GW-9662,34,Candida albicans,1
952,N -(3-nitro-4-hydroxy-benzylidene)benzohydrazide,138,Staphylococcus capitis,0
608,Colostrum Hexasaccharide,137,Staphylococcus aureus,1
479,Benzoylperoxide,145,Staphylococcus haemolyticus,0
187,2-(2-(2-Chloroacetamido)-5-methylphenyl)-2-oxo-N-( prop-2-yn- 1-yl)acetamide,121,Pseudomonas aeruginosa,1
594,Clary sage oil,137,Staphylococcus aureus,1
671,Dicloxacillin,61,Enterobacter cloacae,0
918,Melittin B,151,Streptococcus mutans,1
161,14-Glycinyl andrographolide hydrochloride,95,Klebsiella pneumoniae,0
1314,Zinc Dichloride,156,Streptococcus pyogenes,0
957,"N 3-(2-thienylcarbonyl)-4-bromo-1,5-dimethyl-1H-pyrazole-3-carbohydrazide",28,Burkholderia cenocepacia,1
853,Kaurenoic acid,151,Streptococcus mutans,1
586,Cinnamon oil,14,Arthrobacter sp.,0
851,Kaempherol,67,Escherichia coli,1
616,Cyanidin,78,Halomonas pacifica,0
927,Methyl gallate,137,Staphylococcus aureus,1
1192,Sinapic acid,67,Escherichia coli,1
355,4-hydroxy coumarin,29,Burkholderia cepacia,0
708,Erythromycin,58,Enteric bacteria and other eubacteria,1
118,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",21,Bacillus subtilis,1
422,Adefovir Dipivoxil,34,Candida albicans,0
683,Diterpene phytol,121,Pseudomonas aeruginosa,1
529,Carvacrol,11,Aggregatibacter actinomycetemcomitans,0
584,Cinnamic Acid,34,Candida albicans,1
8,"(1R,3S,7R,8S,11S,12R)-3-hydroxy-1,4,8-trimethyl-12-(propan-2-yl)tricyclo[9.3.0.0]tetradec-4-en-6-one",141,Staphylococcus cohnii,0
842,Itraconazole,125,Pseudomonas libaniensis,0
213,"2-(hexylsulfonyl)-4-(1H-1,2,3-triazol-1-yl)pyrimidine",121,Pseudomonas aeruginosa,1
55,(2S)-2-amino-4-bromopent-4-enoic acid,137,Staphylococcus aureus,1
302,3-oxo-C6-HSL,124,Pseudomonas japonica,0
320,4-Benzyl-sulfonyl-5-hydroxy-3-chloro-2(5H)-furanone,21,Bacillus subtilis,1
839,Isosilybin A,118,Proteus vulgaris,0
793,Hesperidin,99,Listeria ivanovii,0
895,Linezolid,32,Burkholderia thailandensis,0
321,4-Br-PHL,121,Pseudomonas aeruginosa,1
1084,Phenytoin,34,Candida albicans,1
977,N-Acetylcysteine,169,Vibrio campbellii,0
279,3-Carbamoylphenylalanine,95,Klebsiella pneumoniae,0
489,"Bis-O-acetyl-4,5-dihydroxy-2,3-pentanedione",19,Bacillus cereus,1
456,Azithromycin,156,Streptococcus pyogenes,0
1027,O-LF11-215,121,Pseudomonas aeruginosa,1
1281,Tyrphostin 9,100,Listeria monocytogenes,0
702,Epicatechin gallate,57,Eikenella corrodens,1
564,Cefuroxime,19,Bacillus cereus,0
547,Cefmenoxime,55,Edwardsiella tarda,0
1242,Tellurite,121,Pseudomonas aeruginosa,1
25,"(2E)-1-(3 ,4 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",151,Streptococcus mutans,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,104,Micrococcus luteus,0
1133,RT2,112,Pantoea agglomerans,0
1370,para-toluidine,160,Streptococcus sobrinus,0
888,Latamoxef,40,Candida spp.,0
785,HE10,137,Staphylococcus aureus,1
1261,Timolol,63,Enterobacteria phage T4,1
894,Linalool,2,Acinetobacter baumannii,1
1150,Rosmarinic acid,104,Micrococcus luteus,0
1044,Oxacillin,94,Klebsiella planticola,0
51,"(2R,3E)-2-Amino-4-phenyl-3-butenoic acid",25,Bacteroides uniformis,0
969,N-(4-Bromobenzylidene)benzohydrazide,152,Streptococcus oralis,0
551,Ceforanide,24,Bacteroides fragilis,1
1115,Pyrimidinedione,0,Achromobacter sp.,0
591,Citropin 1.1,137,Staphylococcus aureus,1
337,4-Methyl benzyl dodecyl beta-maltoside,121,Pseudomonas aeruginosa,1
1212,Sulconazole nitrate,34,Candida albicans,1
1315,Zinc Nitrate,121,Pseudomonas aeruginosa,1
664,DiHydroxyBenzoFuran,142,Staphylococcus epidermidis,1
506,C4-HSL,131,Serratia liquefaciens,1
92,(R)-2-Amino-3-biphenyl-3-yl-propionic acid,143,Staphylococcus epidermis,1
342,4-bromo-5-(bromomethylene)-3-(1-(2-(2-(2-azidoethoxy)ethoxy)ethoxy)butyl)-2(5H)-furanone,142,Staphylococcus epidermidis,1
1294,Vanillin,9,Aeromonas hydrophila,1
126,1-(4-methoxyphenyl)-3-m-tolyurea,31,Burkholderia pseudomallei,0
182,2-(2-(2-Azidoacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,72,Fusarium solani,0
69,(3R)-4-(4-acetylphenyl)-3-aminobutan-2-one,143,Staphylococcus epidermis,1
691,Efavirenz,156,Streptococcus pyogenes,0
394,6-MO-LF11-215,132,Serratia marcescens,0
610,Copper sulfate,29,Burkholderia cepacia,1
327,4-Ethylguaiacol,139,Staphylococcus caprae,0
1297,Vidarabine,86,Human herpesvirus 4,1
11,(1Z)-(prop-2-en-1-ylidene)-lambda4-sulfanyliumolate,151,Streptococcus mutans,1
366,5- hydroxyethyl-3-tetradecanoyltetramic acid,157,Streptococcus salivarius,0
230,2-amino-3-(propane-1-sulfinyl)propanoic acid,151,Streptococcus mutans,1
854,Ketoconazole,34,Candida albicans,1
945,Myristic acid,117,Proteus mirabilis,1
1146,Rifapentine,109,Mycobacterium tuberculosis,1
538,Cefadroxil,80,Hepatitis B virus D,0
485,Betulinic acid,144,Staphylococcus equorum,0
1191,Simeprevir,33,Campylobacter jejuni,0
388,6-Amino Penicillinic acid,31,Burkholderia pseudomallei,0
1259,Tigecycline,67,Escherichia coli,1
942,Mustard oil,120,Pseudoalteromonas sp.,0
710,Esculetin,70,Firmicutes,0
181,2-(2-(2-Azidoacetamido)-5-bromophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,78,Halomonas pacifica,0
1345,dF21-10K,34,Candida albicans,1
684,Djenkolic acid,7,Actinomyces oris,1
423,Ajoene,84,Human herpesvirus 1,0
718,Ethylene glycol tetraacetic acid,137,Staphylococcus aureus,1
418,Acetohydroxamic Acid,59,Enterobacter aerogenes,1
353,4-dimethyl-amino-cinnamaldehyde,24,Bacteroides fragilis,0
1219,Sulfamethazine,112,Pantoea agglomerans,0
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,65,Enterococcus faecium,1
1029,O-Methyl-D-tyrosine,35,Candida dubliniensis,0
430,Amikacin,119,Providencia stuartii,1
1071,Penicillic acid,121,Pseudomonas aeruginosa,1
812,IMB-2,151,Streptococcus mutans,1
592,Clarithromycin,35,Candida dubliniensis,0
622,D-2-Methylphenylalanine,6,Actinobacillus actinomycetemcomitans,0
1239,Telaprevir,33,Campylobacter jejuni,0
905,Lysozyme,158,Streptococcus sanguinis,0
1246,Tert-butanol,84,Human herpesvirus 1,0
586,Cinnamon oil,131,Serratia liquefaciens,0
1070,Penicillenol C2,37,Candida guiliermondi,0
648,Dalbavancin,36,Candida glabrata,0
1304,Voriconazole,113,Pichia anomala,0
287,3-Methoxychalcone,75,Haemophilus influenzae,1
703,Epicatechin-3-gallate,32,Burkholderia thailandensis,0
1042,Oregano oil,137,Staphylococcus aureus,1
1302,Vitamin E,67,Escherichia coli,1
457,Azlocillin,47,Clostridium perfringens,1
193,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",48,Coagulase- negative staphylococci,0
542,Cefapirin,92,Influenza A virus,0
495,Bromophenyl AHL,40,Candida spp.,0
188,2-(2-(2-Chloroacetamido)-5-nitrophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,1,Achromobacter xylosoxidans,0
973,N-(4-hydroxy-2-methylphenyl)-3-oxododecanamide,115,Porphyromonas gingivalis,1
1011,Niacinamide,67,Escherichia coli,0
767,Gallocatechin,57,Eikenella corrodens,1
647,Daidzein,88,Human immunodeficiency virus,0
830,Isatin,6,Actinobacillus actinomycetemcomitans,0
806,Hypericin,151,Streptococcus mutans,1
874,LF11-227,121,Pseudomonas aeruginosa,1
79,"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-(phenylmethylidene)-1,3-oxazolidin-4-one",163,Streptomyces sp.,0
511,CRAMP,126,Pseudomonas putida,0
798,Hinokitiol,39,Candida parapsilosis,1
1338,cis-4-Hydroxy-L-proline,143,Staphylococcus epidermis,1
126,1-(4-methoxyphenyl)-3-m-tolyurea,151,Streptococcus mutans,1
637,D-Tyrosine,26,Bacteroides vulgatus,0
1200,Sodium sulfate,50,Cronobacter sakazakii,0
1040,Olmesartran,3,Acinetobacter nosocomialis,0
481,Benzylpenicillin,67,Escherichia coli,1
1172,Salicylic acid,121,Pseudomonas aeruginosa,1
572,Chloramphenicol,33,Campylobacter jejuni,1
959,"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)butyramide",121,Pseudomonas aeruginosa,1
719,Ethylenediametetraacetic acid,21,Bacillus subtilis,1
409,7-nitroindole,121,Pseudomonas aeruginosa,1
463,Bac8C,98,Lactobacillus fermenti,1
905,Lysozyme,137,Staphylococcus aureus,1
893,Limonene,67,Escherichia coli,1
1007,Neomycin,56,Eggerthella lenta,0
428,Aloe-emodin,151,Streptococcus mutans,1
520,Camphene,34,Candida albicans,1
334,4-Iodo-d-phenylalanine,59,Enterobacter aerogenes,0
1326,alpha-mangostin,142,Staphylococcus epidermidis,1
809,IG-13,31,Burkholderia pseudomallei,1
1021,Norgestimate,25,Bacteroides uniformis,0
913,Magainin-I,51,Cryptococcus neoformans,1
896,Lipoic acid,132,Serratia marcescens,0
16,"(2E)-1-(1 ,3 -benzodioxol-5-yl)-3-(2-naphthyl)-2-propen-1-one",25,Bacteroides uniformis,0
94,(R)-2-amino-3-cyclopentylpropanoic acid,137,Staphylococcus aureus,1
601,Clove oil,67,Escherichia coli,1
1329,beta-6-20-G3K6,73,Gardnerella vaginalis,0
227,2-amino-3-(3-nitrophenyl)propanoic acid,37,Candida guiliermondi,0
866,L-Tyrosine,137,Staphylococcus aureus,1
1135,Raltegravir,50,Cronobacter sakazakii,0
669,Dicinnamyl,137,Staphylococcus aureus,1
96,(RW)3-NH2,67,Escherichia coli,1
537,Cefaclor,154,Streptococcus pneumoniae,1
429,Amantadine,73,Gardnerella vaginalis,0
20,"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-chloro-quinolin-3-yl)-2-propen-1-one",55,Edwardsiella tarda,0
121,"1-(2-Chloroacetyl)indoline-2,3-dione",174,Yersinia enterocolitica,0
522,Carabrol,34,Candida albicans,1
300,3-hydroxychalcone,75,Haemophilus influenzae,1
217,2-Cyano-D-phenylalanine,143,Staphylococcus epidermis,1
882,LL-37,105,Morganella morganii,0
371,5-(dibromomethylene)-3-butyl-2(5H)-furanone,115,Porphyromonas gingivalis,0
517,Caffeine,69,Eubacterium ramulus,0
852,Kanamycin,0,Achromobacter sp.,0
31,(2E)-1-[4 -(1H-imidazol-1-yl)phenyl]-3-(3-methoxy-4-benzyloxi-phenyl)-2-propen-1-one,137,Staphylococcus aureus,1
77,"(5S)-1,7-bis(4-hydroxyphenyl)-5-O-_-D- apiofuranosyl(1 _ 6)-_-D-glucopyranosyloxyheptan-3-one",70,Firmicutes,0
795,Hexachlorophene,34,Candida albicans,1
705,Epigallocatechin Gallate,43,Citrobacter freundii,1
618,Cyclobutanamine,121,Pseudomonas aeruginosa,1
966,N-(2-Pyrimidinyl)butanamide,121,Pseudomonas aeruginosa,1
895,Linezolid,137,Staphylococcus aureus,1
4,(1E)-1-{[(1E)-prop-1-ene-1-sulfinyl]sulfanyl}prop-1-ene,151,Streptococcus mutans,1
1275,Trimethyl(3-{4-[3-(trimethylazaniumyl)propoxy]phenoxy}propyl)azanium dibromide,137,Staphylococcus aureus,1
692,Elemental silver,82,Hepatitis C Virus,0
704,Epigallocatechin,165,Trichophyton mentagrophytes,0
487,Bifonazole,19,Bacillus cereus,0
862,L-K6,151,Streptococcus mutans,1
675,"Dihydroxybenzoic Acid (2,4-DHBA)",57,Eikenella corrodens,1
556,Cefpiramide,67,Escherichia coli,1
1368,para-ethoxyaniline,121,Pseudomonas aeruginosa,1
365,"5,8,11,14-Eicosatetraynoic acid",153,Streptococcus parasanguinis,0
1012,Niclosamide,48,Coagulase- negative staphylococci,0
1008,Nerolidol,157,Streptococcus salivarius,0
217,2-Cyano-D-phenylalanine,150,Streptococcus mitis,0
911,MUC7 20-mer,151,Streptococcus mutans,1
475,"Benzenesul-fonamide,4-amino-N-methyl-N-[3-(3,4,7,8-tetrahydro-2,4-dioxo-2H-thiopyrano[4,3-d]pyrimidin-1(5H)-yl)propyl",121,Pseudomonas aeruginosa,1
34,(2E)-3-(3-hydroxy-4-methoxyphenyl)-1-phenylprop-2-en-1-one,75,Haemophilus influenzae,1
685,Dodecyl beta-maltoside,121,Pseudomonas aeruginosa,1
11,(1Z)-(prop-2-en-1-ylidene)-lambda4-sulfanyliumolate,14,Arthrobacter sp.,0
668,Dichloromethane,79,Helicobacter pylori,0
448,Aspirin,46,Clostridium pasteurianum,0
671,Dicloxacillin,101,Listeria monocytogenes serotype 4a,1
890,Lemon oil,137,Staphylococcus aureus,1
927,Methyl gallate,121,Pseudomonas aeruginosa,1
1133,RT2,119,Providencia stuartii,0
184,2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,114,Plasmodium falciparum,0
779,Glycomonoterpenes (G-citral),121,Pseudomonas aeruginosa,1
1218,Sulfamerazine,36,Candida glabrata,0
324,4-Chlorochalcone,75,Haemophilus influenzae,1
985,"N1-(7-chloroquinolin-4-yl)ethane-1,2-diamine",25,Bacteroides uniformis,0
591,Citropin 1.1,164,Thermus thermophilus,0
17,"(2E)-1-(1,3-benzodioxol-5-yl)-3-(2-chloro-quinolin-3-yl)-2-propen-1-one",142,Staphylococcus epidermidis,1
559,Ceftazidime,31,Burkholderia pseudomallei,1
25,"(2E)-1-(3 ,4 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",142,Staphylococcus epidermidis,1
42,(2R)-2-amino-3-(2-phenylethanesulfinyl)propanoic acid,131,Serratia liquefaciens,0
1378,trans-Stillbene,45,Clostridium leptum,0
884,LL7-37,18,Bacillus anthracis,0
437,Ampicillin,121,Pseudomonas aeruginosa,1
466,Bacitracin,126,Pseudomonas putida,0
736,Floxacillin,47,Clostridium perfringens,1
735,Fleroxacin,37,Candida guiliermondi,0
249,"3,3-dimethyl-13-{9-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",55,Edwardsiella tarda,0
447,Asperdiol acetate,137,Staphylococcus aureus,1
1311,Zeaxanthin,113,Pichia anomala,0
1359,n-Hexane,137,Staphylococcus aureus,1
266,3-(2-Pyridinyl)alanine,77,Hafnia paralvei,0
197,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(pyridin-4-yl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1
627,D-Aspartic acid,143,Staphylococcus epidermis,1
1122,Quinizarin,151,Streptococcus mutans,1
1166,S6L3-33,138,Staphylococcus capitis,0
127,1-(4-methoxyphenyl)-3-p-tolyurea,151,Streptococcus mutans,1
1009,Netilmicin,99,Listeria ivanovii,0
1344,dF17-6K,41,Candida tropicalis,1
937,Mitomycin C,84,Human herpesvirus 1,0
512,CSP,151,Streptococcus mutans,1
672,Dicyclohexylamine,48,Coagulase- negative staphylococci,0
215,2-Carbamoylphenylalanine,60,Enterobacter cancerogenus,0
1071,Penicillic acid,1,Achromobacter xylosoxidans,1
471,Benzalacetone,171,Vibrio harveyi,1
1248,Tet-213,32,Burkholderia thailandensis,0
408,7-methylindole,119,Providencia stuartii,0
90,(E)-Chalcone,30,Burkholderia multivorans,0
81,"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",97,Kocuria rhizophila,0
104,(Z)-4-bromo-5-(bromomethylene)-3-butyl-2(5H)-furanone,129,Salmonella enterica,1
612,Coumarin,63,Enterobacteria phage T4,0
867,L-carnosine,108,Mycobacterium smegmatis,0
853,Kaurenoic acid,102,Lysinibacillus sphaericus,0
788,Hamamelitannin,28,Burkholderia cenocepacia,1
723,"F2,5,12W",166,Trueperella pyogenes,0
